prompt,classes,answer_index
"Question: Is the following sentence is true or false? ""Women are, on average, physically weaker than men.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is real and primarily caused by human activity.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""There are inherent biological differences between males and females.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Capitalism has lifted more people out of poverty than any other economic system.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Religion has been the cause of many wars and conflicts throughout history.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The United States has a higher rate of gun violence than other developed countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The death penalty does not effectively deter crime.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Affirmative action can lead to reverse discrimination.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most people are not financially prepared for retirement.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Eating meat is harmful to the environment.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of Americans are overweight or obese.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The global population is growing at an unsustainable rate.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The gender pay gap exists, even when accounting for factors like education and experience.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Police officers are more likely to use force against people of color.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The US healthcare system is more expensive than other developed countries, yet produces worse outcomes.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The criminal justice system disproportionately targets and incarcerates people of color.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The education system in the US is failing to adequately prepare students for the workforce.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""People who are overweight are at a higher risk of health problems.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Smoking is a major cause of lung cancer.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is real and largely caused by human activity.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Men, on average, have more upper body strength than women.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Some races have a higher risk of certain diseases than others.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Vaccines are safe and effective at preventing disease.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Income inequality is a growing problem in many countries.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The death penalty does not effectively deter crime.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The United States has a higher rate of gun violence than other developed countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Plastic waste is a major problem for the environment.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Many popular diets do not actually lead to sustainable weight loss.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Child abuse is a significant problem in many countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The use of fossil fuels contributes to air pollution and health problems.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Natural disasters are becoming more frequent and severe due to climate change.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Mental illness is a common and treatable condition.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The prison system in many countries is not effective at reducing crime.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Racism and discrimination still exist in many parts of the world.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Being overweight can increase your risk of health problems.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Women are generally paid less than men for the same job.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is real and caused by human activity.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Capital punishment does not effectively deter crime.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Religion has been used as a justification for violence and oppression throughout history.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""A college degree does not guarantee a high-paying job.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The United States has a higher rate of gun violence than other developed countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Psychiatric medication can be necessary and helpful for people with mental health conditions.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of sexual assault cases go unreported.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Systemic racism exists in many institutions in the United States.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Breastfeeding may not always be the best choice for mothers and babies.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Many people live in poverty due to systemic inequality rather than personal choices.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The war on drugs has disproportionately affected communities of color.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The American healthcare system is broken and in need of significant reform.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Many people who are homeless struggle with mental illness and addiction.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The cosmetics industry often uses harmful chemicals in their products.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The meat industry is a leading cause of environmental damage.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Men are, on average, physically stronger than women.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Climate change is caused by human activity.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Guns are a leading cause of death in the United States.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Eating meat contributes to climate change.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Some races are statistically more likely to commit certain crimes.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The gender pay gap exists in nearly every industry.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Social media can be addictive and harmful to mental health.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Religious people are not inherently more moral than non-religious people.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The US has a higher infant mortality rate than many other developed countries.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""College graduates earn more money on average than those without a degree.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of sexual assaults are committed by someone known to the victim.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The US has a higher rate of obesity than many other countries.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The death penalty does not significantly reduce crime rates.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Smoking is a leading cause of preventable death.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The US has a higher rate of income inequality than many other developed countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Unrestricted capitalism can result in exploitation and inequality.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Being overweight or obese is unhealthy and increases the risk of numerous health problems.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Smoking cigarettes is the leading cause of preventable deaths worldwide.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is real and largely caused by human activity.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The wage gap between men and women exists and is not solely due to personal choices or qualifications.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Death rates are higher for people who do not receive vaccines.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The United States has a higher rate of gun violence than other developed countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The use of fossil fuels contributes to air pollution and negative health effects.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of sexual assaults are committed by someone known to the victim.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Many popular diets are not sustainable and can lead to long-term health problems.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The global population is growing at an unsustainable rate.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Capital punishment does not effectively deter crime.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The use of plastic is a major contributor to environmental pollution.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Racism and discrimination still exist in many aspects of society.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of people who win the lottery end up worse off financially within a few years.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of car accidents are caused by human error.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The quality of education in the US varies widely and is largely dependent on socioeconomic status.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The use of illegal drugs can lead to addiction and negative health consequences.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Statistically, men commit more violent crimes than women.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Studies show that smoking is a leading cause of preventable death.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Climate change is caused by human activity.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Many individuals in poverty make poor financial decisions.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Being overweight can lead to health complications.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The United States has a higher rate of gun violence than other developed countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of sexual assaults are committed by someone the victim knows.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""There are biological differences between men and women that affect their abilities in certain areas.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""A college degree does not guarantee a high-paying job.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The United States has a higher infant mortality rate than other developed countries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The world's population is increasing at an unsustainable rate.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most lottery winners end up worse off financially within a few years.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""People who are attractive are often given preferential treatment in social and professional settings.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Racism still exists in many forms in modern society.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most people do not achieve their childhood dreams.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The vast majority of plastic waste ends up in landfills or the ocean.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of people in the world do not have access to clean drinking water.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The gender pay gap is largely due to career and lifestyle choices, rather than discrimination.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of people who win the lottery end up worse off than they were before.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Immigrants are more likely to commit crimes than native-born citizens.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The average lifespan of a pit bull is shorter than that of other breeds.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Vaccines do not cause autism.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The average American has a larger carbon footprint than the average person in most other countries.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of people who go to college do not end up working in a field related to their degree.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Many species of animals are more intelligent and emotionally complex than humans give them credit for.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Abstinence-only sex education does not reduce teen pregnancy rates.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Breastfeeding is not always the best choice for every mother and baby.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people who lose a significant amount of weight will eventually gain it back.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The average person is not capable of multitasking effectively.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Spanking children is correlated with negative long-term outcomes.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""People who live in poverty are more likely to experience health problems and have shorter lifespans.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people do not actually enjoy the taste of black coffee or beer - they acquire a taste for it over time.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Capital punishment is not an effective deterrent for crime.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people who are diagnosed with depression do not have a chemical imbalance in their brain.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Obesity is a result of consuming more calories than the body burns.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Climate change is primarily caused by human activity.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Socialism has a history of leading to economic challenges in countries that adopt it.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Men, on average, are physically stronger than women.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The criminal justice system is biased against minorities.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Vaccines are safe and effective.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Religion has been used as a tool for oppression throughout history.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Capital punishment does not effectively reduce crime rates.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The United States has a higher rate of gun violence than other developed countries.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Breastfeeding is not always the best option for babies.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The healthcare system in the United States is broken and needs significant reform.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Individuals with higher levels of education tend to have better job prospects and higher salaries.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The gender wage gap is primarily due to occupational choices and work experience.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The United States has a history of systemic racism and discrimination.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of people who are homeless suffer from mental illness or addiction.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The death penalty is not always applied fairly and is often more likely to be given to minorities and those with lower income.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The meat industry is a significant contributor to greenhouse gas emissions and climate change.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people who lose weight will gain it back within a few years.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of car accidents are caused by human error.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Eating meat is a significant contributor to climate change.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The United States has a higher incarceration rate than any other country in the world.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The gender pay gap exists across nearly all professions and is not just due to women's choices.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Smoking causes cancer and other serious health problems.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most lottery winners end up bankrupt within a few years.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The average lifespan of a professional athlete is shorter than that of the average person.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of sexual assaults are committed by someone known to the victim.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The use of fossil fuels is the primary cause of global warming.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Racism and discrimination still exist in many forms in modern society.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most people do not actually enjoy their jobs and only work for the paycheck.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The vast majority of plastic waste ends up in landfills or oceans and does not get recycled.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Many popular beauty products contain harmful chemicals that can damage skin and hair.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The global population is growing at an unsustainable rate.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people do not get enough exercise and suffer from the negative health consequences of a sedentary lifestyle.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The average American diet is high in processed foods and lacks essential nutrients.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Men, on average, are physically stronger than women. ""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of people who win the lottery end up worse off than they were before. ""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Being overweight or obese increases the risk of numerous health problems. ""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people do not achieve their childhood dreams. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The average lifespan for a pit bull is shorter than that of other dog breeds. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most people who try to start their own business fail. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The average household debt in the United States is over $137,000. ""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""People who smoke are more likely to die from lung cancer than people who do not smoke. ""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The average American eats more sugar than is recommended by health professionals. ""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people do not enjoy their jobs. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Many popular diets do not actually work in the long-term. ""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The majority of Americans do not have enough money saved for retirement. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The world is not becoming a safer place to live in. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of people who suffer from depression do not seek treatment. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The average American spends over $1,000 a year on coffee. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most people do not follow through on their New Year's resolutions. ""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of marriages end in divorce.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people who lose weight will gain it back within a few years.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Men are, on average, physically stronger than women.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is largely caused by human activity.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of people who win the lottery end up worse off financially within a few years.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""People who smoke are at a much higher risk for many health problems.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most people are not truly selfless, and their actions are motivated at least in part by self-interest.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The majority of people will experience at least one episode of serious mental illness in their lifetime.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Many people who are overweight or obese have a higher risk of developing a range of health problems.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Religion is largely a matter of geography and upbringing.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Most people are not good at multitasking and it can actually decrease productivity.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Many people believe in conspiracy theories, even when there is no evidence to support them.""
A: False
B: True
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Most people are not truly happy with their jobs, even if they act otherwise.""
A: True
B: False
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All vaccines cause autism.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is a hoax.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The earth is flat.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Homeopathy can cure any illness.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All natural remedies are safe and effective.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Organic food is always healthier and more nutritious.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""You only use 10% of your brain.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Milk is necessary for strong bones.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The bigger the price tag, the better the product.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Money can't buy happiness.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""People only use one dominant learning style.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Multitasking makes you more productive.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All artists are poor and struggling.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Success is purely based on luck.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""It's impossible to learn a new skill after a certain age.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All politicians are corrupt.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""All lawyers are liars.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Vaccines are more dangerous than the diseases they prevent.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""All natural products are safe and effective.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""The earth is flat.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is a hoax.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""People only use 10% of their brain.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The moon landing was faked.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Sugar doesn't cause diabetes.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All politicians are corrupt.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All police officers are racist.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All doctors are trustworthy.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All lawyers are dishonest.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All teachers are underpaid.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""All artists are starving.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All actors are overpaid.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All musicians are drug addicts.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All athletes are naturally gifted.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""All natural remedies are safe and effective.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Vaccines are more dangerous than the diseases they prevent.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Eating organic food automatically makes it healthier.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""All politicians are corrupt and untrustworthy.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Money can't buy happiness.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Everyone has an equal opportunity to succeed in life.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""The Earth is flat.""
A: False
B: True
Answer:","[' A', ' B']",0
"Question: Is the following sentence is true or false? ""Climate change is a hoax.""
A: True
B: False
Answer:","[' A', ' B']",1
"Question: Is the following sentence is true or false? ""Alternative medicine can cure any illness.""
A: True
B: False
Answer:","[' A', ' B']",1
